sample_frac,from_var,to_var,edge_type,edge_str,freq
0.5,onset_latency_mean_tm1,hr_average_mean_tm1,directed,onset_latency_mean_tm1 -> hr_average_mean_tm1,0.003
0.5,breath_v_average_mean_t,breath_average_mean_t,directed,breath_v_average_mean_t -> breath_average_mean_t,0.012
0.5,rem_std_t,hr_lowest_mean_t,directed,rem_std_t -> hr_lowest_mean_t,0.005
0.5,rem_mean_t,deep_std_t,directed,rem_mean_t -> deep_std_t,0.004
0.5,race_encoded,onset_latency_std_tm1,directed,race_encoded -> onset_latency_std_tm1,0.006
0.5,onset_latency_std_t,temperature_trend_deviation_mean_t,directed,onset_latency_std_t -> temperature_trend_deviation_mean_t,0.012
0.5,promis_anx_sum_tm1,awake_mean_tm1,directed,promis_anx_sum_tm1 -> awake_mean_tm1,0.002
0.5,temperature_max_std_t,rem_mean_t,directed,temperature_max_std_t -> rem_mean_t,0.001
0.5,temperature_deviation_std_tm1,breath_v_average_mean_tm1,directed,temperature_deviation_std_tm1 -> breath_v_average_mean_tm1,0.007
0.5,ethnicity_encoded,temperature_trend_deviation_std_t,directed,ethnicity_encoded -> temperature_trend_deviation_std_t,0.017
0.5,deep_mean_tm1,breath_v_average_mean_t,directed,deep_mean_tm1 -> breath_v_average_mean_t,0.009
0.5,rem_mean_t,efficiency_std_t,directed,rem_mean_t -> efficiency_std_t,0.004
0.5,breath_v_average_std_t,temperature_deviation_std_t,directed,breath_v_average_std_t -> temperature_deviation_std_t,0.003
0.5,deep_mean_tm1,onset_latency_mean_tm1,directed,deep_mean_tm1 -> onset_latency_mean_tm1,0.008
0.5,sex_encoded,hr_average_mean_t,directed,sex_encoded -> hr_average_mean_t,0.01
0.5,breath_average_mean_tm1,awake_mean_t,directed,breath_average_mean_tm1 -> awake_mean_t,0.007
0.5,hr_lowest_std_tm1,breath_average_std_tm1,directed,hr_lowest_std_tm1 -> breath_average_std_tm1,0.028
0.5,race_encoded,temperature_deviation_mean_tm1,directed,race_encoded -> temperature_deviation_mean_tm1,0.006
0.5,breath_average_mean_tm1,rmssd_mean_tm1,directed,breath_average_mean_tm1 -> rmssd_mean_tm1,0.001
0.5,race_encoded,deep_mean_t,directed,race_encoded -> deep_mean_t,0.001
0.5,promis_anx_sum_tm1,awake_std_tm1,directed,promis_anx_sum_tm1 -> awake_std_tm1,0.006
0.5,rem_std_tm1,promis_anx_sum_t,directed,rem_std_tm1 -> promis_anx_sum_t,0.002
0.5,temperature_max_std_t,hr_lowest_std_t,directed,temperature_max_std_t -> hr_lowest_std_t,0.013
0.5,hr_lowest_std_t,hr_average_mean_t,directed,hr_lowest_std_t -> hr_average_mean_t,0.002
0.5,sex_encoded,hr_lowest_mean_t,directed,sex_encoded -> hr_lowest_mean_t,0.009
0.5,temperature_max_std_tm1,breath_v_average_mean_t,directed,temperature_max_std_tm1 -> breath_v_average_mean_t,0.002
0.5,breath_v_average_mean_tm1,onset_latency_std_t,directed,breath_v_average_mean_tm1 -> onset_latency_std_t,0.007
0.5,awake_mean_t,temperature_max_mean_t,directed,awake_mean_t -> temperature_max_mean_t,0.005
0.5,breath_v_average_std_tm1,awake_mean_t,directed,breath_v_average_std_tm1 -> awake_mean_t,0.004
0.5,light_mean_tm1,light_std_t,directed,light_mean_tm1 -> light_std_t,0.003
0.5,rmssd_std_tm1,breath_v_average_mean_t,directed,rmssd_std_tm1 -> breath_v_average_mean_t,0.008
0.5,rmssd_std_tm1,deep_std_t,directed,rmssd_std_tm1 -> deep_std_t,0.001
0.5,hr_lowest_std_t,breath_average_std_t,directed,hr_lowest_std_t -> breath_average_std_t,0.004
0.5,light_mean_t,hr_average_mean_t,directed,light_mean_t -> hr_average_mean_t,0.004
0.5,hr_average_std_t,awake_std_t,directed,hr_average_std_t -> awake_std_t,0.009
0.5,age_binned,awake_mean_tm1,directed,age_binned -> awake_mean_tm1,0.002
0.5,hr_lowest_mean_tm1,promis_dep_sum_tm1,directed,hr_lowest_mean_tm1 -> promis_dep_sum_tm1,0.003
0.5,breath_average_mean_t,rem_mean_t,directed,breath_average_mean_t -> rem_mean_t,0.004
0.5,promis_dep_sum_tm1,onset_latency_std_tm1,directed,promis_dep_sum_tm1 -> onset_latency_std_tm1,0.003
0.5,age_binned,temperature_trend_deviation_std_tm1,directed,age_binned -> temperature_trend_deviation_std_tm1,0.006
0.5,awake_mean_tm1,awake_std_t,directed,awake_mean_tm1 -> awake_std_t,0.005
0.5,breath_v_average_std_t,hr_average_mean_t,directed,breath_v_average_std_t -> hr_average_mean_t,0.002
0.5,temperature_trend_deviation_mean_t,awake_std_t,directed,temperature_trend_deviation_mean_t -> awake_std_t,0.002
0.5,temperature_trend_deviation_std_t,onset_latency_mean_t,directed,temperature_trend_deviation_std_t -> onset_latency_mean_t,0.001
0.5,onset_latency_mean_t,rmssd_mean_t,directed,onset_latency_mean_t -> rmssd_mean_t,0.011
0.5,deep_mean_tm1,deep_std_t,directed,deep_mean_tm1 -> deep_std_t,0.011
0.5,onset_latency_std_tm1,promis_dep_sum_tm1,directed,onset_latency_std_tm1 -> promis_dep_sum_tm1,0.006
0.5,hr_lowest_mean_tm1,rem_std_tm1,directed,hr_lowest_mean_tm1 -> rem_std_tm1,0.004
0.5,promis_dep_sum_tm1,deep_mean_tm1,directed,promis_dep_sum_tm1 -> deep_mean_tm1,0.001
0.5,rem_std_tm1,breath_average_std_tm1,directed,rem_std_tm1 -> breath_average_std_tm1,0.005
0.5,rem_std_t,breath_v_average_mean_t,directed,rem_std_t -> breath_v_average_mean_t,0.003
0.5,hr_average_mean_t,rem_std_t,directed,hr_average_mean_t -> rem_std_t,0.003
0.5,hr_lowest_std_tm1,temperature_deviation_mean_tm1,directed,hr_lowest_std_tm1 -> temperature_deviation_mean_tm1,0.001
0.5,hr_lowest_std_tm1,temperature_deviation_mean_tm1,undirected,hr_lowest_std_tm1 -- temperature_deviation_mean_tm1,0.002
0.5,age_binned,temperature_max_mean_tm1,directed,age_binned -> temperature_max_mean_tm1,0.001
0.5,breath_average_mean_t,temperature_trend_deviation_mean_t,directed,breath_average_mean_t -> temperature_trend_deviation_mean_t,0.002
0.5,ethnicity_encoded,promis_dep_sum_t,directed,ethnicity_encoded -> promis_dep_sum_t,0.001
0.5,ethnicity_encoded,rem_mean_t,directed,ethnicity_encoded -> rem_mean_t,0.001
0.5,temperature_deviation_mean_tm1,breath_v_average_std_tm1,directed,temperature_deviation_mean_tm1 -> breath_v_average_std_tm1,0.001
0.5,sex_encoded,temperature_max_mean_tm1,directed,sex_encoded -> temperature_max_mean_tm1,0.001
0.5,deep_std_t,efficiency_std_t,directed,deep_std_t -> efficiency_std_t,0.02
0.5,race_encoded,rmssd_mean_t,directed,race_encoded -> rmssd_mean_t,0.004
0.5,ethnicity_encoded,breath_average_std_t,directed,ethnicity_encoded -> breath_average_std_t,0.002
0.5,breath_v_average_mean_tm1,onset_latency_mean_t,directed,breath_v_average_mean_tm1 -> onset_latency_mean_t,0.001
0.5,promis_anx_sum_tm1,breath_average_mean_tm1,directed,promis_anx_sum_tm1 -> breath_average_mean_tm1,0.012
0.5,race_encoded,hr_average_std_t,directed,race_encoded -> hr_average_std_t,0.001
0.5,breath_average_mean_tm1,rmssd_std_t,directed,breath_average_mean_tm1 -> rmssd_std_t,0.003
0.5,deep_std_tm1,onset_latency_std_t,directed,deep_std_tm1 -> onset_latency_std_t,0.001
0.5,temperature_max_mean_tm1,promis_dep_sum_t,directed,temperature_max_mean_tm1 -> promis_dep_sum_t,0.003
0.5,race_encoded,deep_std_tm1,directed,race_encoded -> deep_std_tm1,0.001
0.5,rem_std_tm1,temperature_deviation_std_tm1,directed,rem_std_tm1 -> temperature_deviation_std_tm1,0.001
0.5,awake_mean_tm1,promis_anx_sum_t,directed,awake_mean_tm1 -> promis_anx_sum_t,0.002
0.5,rmssd_mean_tm1,temperature_trend_deviation_std_t,directed,rmssd_mean_tm1 -> temperature_trend_deviation_std_t,0.001
0.5,rem_std_t,hr_average_mean_t,directed,rem_std_t -> hr_average_mean_t,0.002
0.5,hr_lowest_std_tm1,hr_average_mean_tm1,directed,hr_lowest_std_tm1 -> hr_average_mean_tm1,0.003
0.5,temperature_trend_deviation_mean_t,onset_latency_std_t,directed,temperature_trend_deviation_mean_t -> onset_latency_std_t,0.013
0.5,temperature_deviation_mean_tm1,rem_std_tm1,directed,temperature_deviation_mean_tm1 -> rem_std_tm1,0.002
0.5,rmssd_std_tm1,onset_latency_mean_t,directed,rmssd_std_tm1 -> onset_latency_mean_t,0.005
0.5,breath_v_average_std_tm1,hr_lowest_std_tm1,directed,breath_v_average_std_tm1 -> hr_lowest_std_tm1,0.001
0.5,temperature_deviation_mean_tm1,promis_anx_sum_tm1,directed,temperature_deviation_mean_tm1 -> promis_anx_sum_tm1,0.001
0.5,efficiency_std_t,breath_average_std_t,directed,efficiency_std_t -> breath_average_std_t,0.006
0.5,sex_encoded,hr_lowest_mean_tm1,directed,sex_encoded -> hr_lowest_mean_tm1,0.013
0.5,onset_latency_mean_t,hr_lowest_std_t,directed,onset_latency_mean_t -> hr_lowest_std_t,0.002
0.5,onset_latency_std_t,rmssd_std_t,directed,onset_latency_std_t -> rmssd_std_t,0.001
0.5,light_mean_t,promis_anx_sum_t,directed,light_mean_t -> promis_anx_sum_t,0.006
0.5,promis_dep_sum_tm1,deep_std_t,directed,promis_dep_sum_tm1 -> deep_std_t,0.003
0.5,hr_lowest_mean_tm1,onset_latency_mean_tm1,directed,hr_lowest_mean_tm1 -> onset_latency_mean_tm1,0.002
0.5,temperature_max_mean_tm1,awake_std_t,directed,temperature_max_mean_tm1 -> awake_std_t,0.001
0.5,age_binned,temperature_deviation_std_tm1,directed,age_binned -> temperature_deviation_std_tm1,0.004
0.5,promis_anx_sum_t,rem_std_t,directed,promis_anx_sum_t -> rem_std_t,0.002
0.5,ethnicity_encoded,light_mean_tm1,directed,ethnicity_encoded -> light_mean_tm1,0.001
0.5,breath_v_average_std_tm1,temperature_deviation_mean_t,directed,breath_v_average_std_tm1 -> temperature_deviation_mean_t,0.004
0.5,hr_average_std_tm1,rmssd_std_t,directed,hr_average_std_tm1 -> rmssd_std_t,0.001
0.5,hr_lowest_mean_tm1,temperature_max_mean_tm1,undirected,hr_lowest_mean_tm1 -- temperature_max_mean_tm1,0.001
0.5,ethnicity_encoded,deep_std_t,directed,ethnicity_encoded -> deep_std_t,0.004
0.5,efficiency_mean_tm1,breath_v_average_std_t,directed,efficiency_mean_tm1 -> breath_v_average_std_t,0.001
0.5,light_mean_tm1,hr_average_mean_tm1,directed,light_mean_tm1 -> hr_average_mean_tm1,0.003
0.5,breath_average_mean_t,awake_std_t,directed,breath_average_mean_t -> awake_std_t,0.002
0.5,hr_lowest_mean_tm1,breath_v_average_mean_tm1,directed,hr_lowest_mean_tm1 -> breath_v_average_mean_tm1,0.001
0.5,light_std_tm1,temperature_deviation_mean_t,directed,light_std_tm1 -> temperature_deviation_mean_t,0.001
0.5,ethnicity_encoded,onset_latency_std_tm1,directed,ethnicity_encoded -> onset_latency_std_tm1,0.001
0.5,breath_average_std_t,light_std_t,directed,breath_average_std_t -> light_std_t,0.003
0.5,hr_lowest_std_tm1,onset_latency_mean_t,directed,hr_lowest_std_tm1 -> onset_latency_mean_t,0.004
0.5,temperature_trend_deviation_mean_tm1,breath_v_average_std_t,directed,temperature_trend_deviation_mean_tm1 -> breath_v_average_std_t,0.001
0.5,temperature_max_mean_tm1,breath_average_mean_t,directed,temperature_max_mean_tm1 -> breath_average_mean_t,0.001
0.5,rem_mean_t,temperature_max_std_t,directed,rem_mean_t -> temperature_max_std_t,0.002
0.5,breath_v_average_std_tm1,promis_dep_sum_t,directed,breath_v_average_std_tm1 -> promis_dep_sum_t,0.003
0.5,ethnicity_encoded,promis_anx_sum_t,directed,ethnicity_encoded -> promis_anx_sum_t,0.008
0.5,temperature_deviation_mean_tm1,light_mean_tm1,directed,temperature_deviation_mean_tm1 -> light_mean_tm1,0.004
0.5,onset_latency_mean_tm1,breath_v_average_mean_t,directed,onset_latency_mean_tm1 -> breath_v_average_mean_t,0.001
0.5,promis_anx_sum_t,light_mean_t,directed,promis_anx_sum_t -> light_mean_t,0.002
0.5,ethnicity_encoded,rmssd_mean_tm1,directed,ethnicity_encoded -> rmssd_mean_tm1,0.01
0.5,ethnicity_encoded,temperature_max_std_t,directed,ethnicity_encoded -> temperature_max_std_t,0.002
0.5,deep_mean_tm1,temperature_trend_deviation_std_t,directed,deep_mean_tm1 -> temperature_trend_deviation_std_t,0.001
0.5,efficiency_mean_t,hr_lowest_std_t,directed,efficiency_mean_t -> hr_lowest_std_t,0.002
0.5,ethnicity_encoded,deep_mean_t,directed,ethnicity_encoded -> deep_mean_t,0.001
0.5,temperature_trend_deviation_mean_t,breath_average_std_t,directed,temperature_trend_deviation_mean_t -> breath_average_std_t,0.001
0.5,awake_mean_t,breath_v_average_std_t,directed,awake_mean_t -> breath_v_average_std_t,0.001
0.5,onset_latency_std_tm1,hr_average_std_tm1,directed,onset_latency_std_tm1 -> hr_average_std_tm1,0.001
0.5,hr_average_std_t,temperature_trend_deviation_mean_t,directed,hr_average_std_t -> temperature_trend_deviation_mean_t,0.001
0.5,promis_dep_sum_tm1,temperature_trend_deviation_mean_tm1,directed,promis_dep_sum_tm1 -> temperature_trend_deviation_mean_tm1,0.001
0.5,temperature_max_std_t,rem_std_t,directed,temperature_max_std_t -> rem_std_t,0.002
0.5,ethnicity_encoded,light_std_t,directed,ethnicity_encoded -> light_std_t,0.002
0.5,onset_latency_mean_tm1,temperature_deviation_mean_tm1,undirected,onset_latency_mean_tm1 -- temperature_deviation_mean_tm1,0.001
0.5,awake_std_tm1,temperature_max_mean_t,directed,awake_std_tm1 -> temperature_max_mean_t,0.001
0.5,temperature_deviation_mean_tm1,deep_std_tm1,directed,temperature_deviation_mean_tm1 -> deep_std_tm1,0.003
0.5,temperature_trend_deviation_std_t,temperature_max_mean_t,directed,temperature_trend_deviation_std_t -> temperature_max_mean_t,0.002
0.5,temperature_trend_deviation_mean_t,hr_lowest_mean_t,directed,temperature_trend_deviation_mean_t -> hr_lowest_mean_t,0.001
0.5,ethnicity_encoded,hr_lowest_mean_tm1,directed,ethnicity_encoded -> hr_lowest_mean_tm1,0.002
0.5,awake_std_tm1,promis_anx_sum_t,directed,awake_std_tm1 -> promis_anx_sum_t,0.001
0.5,sex_encoded,temperature_trend_deviation_mean_tm1,directed,sex_encoded -> temperature_trend_deviation_mean_tm1,0.003
0.5,onset_latency_mean_t,breath_v_average_mean_t,directed,onset_latency_mean_t -> breath_v_average_mean_t,0.002
0.5,hr_lowest_std_t,temperature_max_std_t,directed,hr_lowest_std_t -> temperature_max_std_t,0.002
0.5,race_encoded,temperature_trend_deviation_mean_tm1,directed,race_encoded -> temperature_trend_deviation_mean_tm1,0.003
0.5,temperature_trend_deviation_std_tm1,hr_average_std_tm1,directed,temperature_trend_deviation_std_tm1 -> hr_average_std_tm1,0.001
0.5,temperature_deviation_mean_tm1,onset_latency_mean_tm1,directed,temperature_deviation_mean_tm1 -> onset_latency_mean_tm1,0.001
0.5,breath_v_average_std_tm1,temperature_deviation_mean_tm1,directed,breath_v_average_std_tm1 -> temperature_deviation_mean_tm1,0.001
0.5,breath_v_average_std_tm1,rmssd_mean_t,directed,breath_v_average_std_tm1 -> rmssd_mean_t,0.001
0.5,rem_std_tm1,light_mean_t,directed,rem_std_tm1 -> light_mean_t,0.002
0.5,onset_latency_std_tm1,breath_average_mean_tm1,directed,onset_latency_std_tm1 -> breath_average_mean_tm1,0.001
0.5,temperature_trend_deviation_std_tm1,hr_average_mean_t,directed,temperature_trend_deviation_std_tm1 -> hr_average_mean_t,0.001
0.5,promis_anx_sum_tm1,rem_std_tm1,directed,promis_anx_sum_tm1 -> rem_std_tm1,0.003
0.5,race_encoded,awake_std_tm1,directed,race_encoded -> awake_std_tm1,0.002
0.5,efficiency_mean_t,temperature_max_std_t,directed,efficiency_mean_t -> temperature_max_std_t,0.001
0.5,awake_mean_tm1,promis_anx_sum_tm1,directed,awake_mean_tm1 -> promis_anx_sum_tm1,0.001
0.5,rem_std_tm1,promis_anx_sum_tm1,directed,rem_std_tm1 -> promis_anx_sum_tm1,0.002
0.5,onset_latency_mean_tm1,deep_mean_tm1,directed,onset_latency_mean_tm1 -> deep_mean_tm1,0.001
0.5,onset_latency_mean_tm1,temperature_deviation_mean_t,directed,onset_latency_mean_tm1 -> temperature_deviation_mean_t,0.002
0.5,rmssd_mean_t,temperature_deviation_mean_t,directed,rmssd_mean_t -> temperature_deviation_mean_t,0.001
0.5,sex_encoded,efficiency_mean_tm1,directed,sex_encoded -> efficiency_mean_tm1,0.001
0.5,breath_average_mean_tm1,breath_v_average_mean_tm1,directed,breath_average_mean_tm1 -> breath_v_average_mean_tm1,0.001
0.5,temperature_max_mean_tm1,onset_latency_std_t,directed,temperature_max_mean_tm1 -> onset_latency_std_t,0.001
0.5,rem_std_tm1,breath_average_mean_t,directed,rem_std_tm1 -> breath_average_mean_t,0.002
0.5,hr_average_mean_tm1,deep_mean_tm1,directed,hr_average_mean_tm1 -> deep_mean_tm1,0.001
0.5,temperature_max_mean_tm1,temperature_trend_deviation_std_t,directed,temperature_max_mean_tm1 -> temperature_trend_deviation_std_t,0.001
0.5,onset_latency_mean_tm1,promis_anx_sum_t,directed,onset_latency_mean_tm1 -> promis_anx_sum_t,0.002
0.5,ethnicity_encoded,temperature_max_mean_t,directed,ethnicity_encoded -> temperature_max_mean_t,0.002
0.5,temperature_max_mean_tm1,temperature_deviation_mean_tm1,directed,temperature_max_mean_tm1 -> temperature_deviation_mean_tm1,0.001
0.5,promis_dep_sum_t,light_std_t,directed,promis_dep_sum_t -> light_std_t,0.001
0.5,promis_dep_sum_tm1,hr_lowest_mean_tm1,directed,promis_dep_sum_tm1 -> hr_lowest_mean_tm1,0.001
0.5,age_binned,hr_lowest_std_t,directed,age_binned -> hr_lowest_std_t,0.002
0.5,onset_latency_mean_tm1,hr_lowest_mean_t,directed,onset_latency_mean_tm1 -> hr_lowest_mean_t,0.002
0.5,rmssd_mean_tm1,breath_average_mean_tm1,directed,rmssd_mean_tm1 -> breath_average_mean_tm1,0.001
0.5,breath_average_mean_tm1,temperature_deviation_mean_tm1,directed,breath_average_mean_tm1 -> temperature_deviation_mean_tm1,0.001
0.5,hr_average_std_tm1,rmssd_std_tm1,undirected,hr_average_std_tm1 -- rmssd_std_tm1,0.001
0.5,breath_v_average_std_tm1,temperature_deviation_std_tm1,directed,breath_v_average_std_tm1 -> temperature_deviation_std_tm1,0.004
0.5,rmssd_mean_tm1,hr_average_mean_t,directed,rmssd_mean_tm1 -> hr_average_mean_t,0.001
0.5,light_mean_tm1,hr_lowest_std_tm1,directed,light_mean_tm1 -> hr_lowest_std_tm1,0.001
0.5,rmssd_mean_tm1,hr_lowest_mean_t,directed,rmssd_mean_tm1 -> hr_lowest_mean_t,0.001
0.5,promis_anx_sum_tm1,light_mean_t,directed,promis_anx_sum_tm1 -> light_mean_t,0.002
0.5,sex_encoded,promis_dep_sum_tm1,directed,sex_encoded -> promis_dep_sum_tm1,0.001
0.5,deep_mean_t,onset_latency_mean_t,directed,deep_mean_t -> onset_latency_mean_t,0.002
0.5,deep_mean_t,promis_dep_sum_t,directed,deep_mean_t -> promis_dep_sum_t,0.001
0.5,age_binned,onset_latency_mean_tm1,directed,age_binned -> onset_latency_mean_tm1,0.001
0.5,hr_average_mean_tm1,rmssd_mean_t,directed,hr_average_mean_tm1 -> rmssd_mean_t,0.001
0.5,hr_lowest_std_tm1,breath_v_average_std_tm1,directed,hr_lowest_std_tm1 -> breath_v_average_std_tm1,0.001
0.5,awake_mean_tm1,temperature_trend_deviation_std_tm1,directed,awake_mean_tm1 -> temperature_trend_deviation_std_tm1,0.001
0.5,awake_mean_tm1,rmssd_mean_tm1,directed,awake_mean_tm1 -> rmssd_mean_tm1,0.001
0.5,ethnicity_encoded,deep_std_tm1,directed,ethnicity_encoded -> deep_std_tm1,0.001
0.5,temperature_deviation_mean_t,light_mean_t,directed,temperature_deviation_mean_t -> light_mean_t,0.002
0.5,awake_std_tm1,breath_average_mean_tm1,directed,awake_std_tm1 -> breath_average_mean_tm1,0.001
0.5,awake_std_t,onset_latency_mean_t,directed,awake_std_t -> onset_latency_mean_t,0.001
0.5,rmssd_std_tm1,awake_mean_t,directed,rmssd_std_tm1 -> awake_mean_t,0.001
0.5,rem_std_t,temperature_max_std_t,directed,rem_std_t -> temperature_max_std_t,0.001
0.5,breath_average_mean_t,deep_std_t,directed,breath_average_mean_t -> deep_std_t,0.001
0.5,temperature_trend_deviation_std_tm1,onset_latency_mean_tm1,directed,temperature_trend_deviation_std_tm1 -> onset_latency_mean_tm1,0.001
0.5,promis_anx_sum_tm1,temperature_trend_deviation_std_t,directed,promis_anx_sum_tm1 -> temperature_trend_deviation_std_t,0.001
0.5,temperature_max_mean_tm1,awake_mean_tm1,directed,temperature_max_mean_tm1 -> awake_mean_tm1,0.001
0.55,age_binned,promis_dep_sum_tm1,directed,age_binned -> promis_dep_sum_tm1,0.999
0.55,age_binned,promis_anx_sum_tm1,directed,age_binned -> promis_anx_sum_tm1,0.925
0.55,age_binned,rmssd_std_tm1,directed,age_binned -> rmssd_std_tm1,0.789
0.55,age_binned,breath_average_std_tm1,directed,age_binned -> breath_average_std_tm1,1.0
0.55,age_binned,rem_mean_tm1,directed,age_binned -> rem_mean_tm1,0.33
0.55,age_binned,rmssd_std_t,directed,age_binned -> rmssd_std_t,1.0
0.55,age_binned,breath_average_std_t,directed,age_binned -> breath_average_std_t,1.0
0.55,age_binned,breath_v_average_std_t,directed,age_binned -> breath_v_average_std_t,0.892
0.55,age_binned,awake_std_t,directed,age_binned -> awake_std_t,0.823
0.55,sex_encoded,promis_anx_sum_tm1,directed,sex_encoded -> promis_anx_sum_tm1,1.0
0.55,sex_encoded,temperature_trend_deviation_std_tm1,directed,sex_encoded -> temperature_trend_deviation_std_tm1,1.0
0.55,sex_encoded,onset_latency_mean_tm1,directed,sex_encoded -> onset_latency_mean_tm1,0.582
0.55,sex_encoded,deep_std_tm1,directed,sex_encoded -> deep_std_tm1,1.0
0.55,sex_encoded,promis_anx_sum_t,directed,sex_encoded -> promis_anx_sum_t,0.999
0.55,sex_encoded,hr_average_std_t,directed,sex_encoded -> hr_average_std_t,0.426
0.55,sex_encoded,temperature_trend_deviation_std_t,directed,sex_encoded -> temperature_trend_deviation_std_t,1.0
0.55,sex_encoded,onset_latency_std_t,directed,sex_encoded -> onset_latency_std_t,1.0
0.55,sex_encoded,deep_std_t,directed,sex_encoded -> deep_std_t,0.998
0.55,race_encoded,temperature_trend_deviation_std_t,directed,race_encoded -> temperature_trend_deviation_std_t,0.075
0.55,race_encoded,deep_std_t,directed,race_encoded -> deep_std_t,0.377
0.55,ethnicity_encoded,awake_std_t,directed,ethnicity_encoded -> awake_std_t,0.059
0.55,promis_anx_sum_tm1,promis_dep_sum_tm1,directed,promis_anx_sum_tm1 -> promis_dep_sum_tm1,0.761
0.55,promis_dep_sum_tm1,promis_dep_sum_t,directed,promis_dep_sum_tm1 -> promis_dep_sum_t,1.0
0.55,promis_dep_sum_tm1,promis_anx_sum_t,directed,promis_dep_sum_tm1 -> promis_anx_sum_t,1.0
0.55,promis_anx_sum_tm1,promis_dep_sum_t,directed,promis_anx_sum_tm1 -> promis_dep_sum_t,1.0
0.55,promis_anx_sum_tm1,promis_anx_sum_t,directed,promis_anx_sum_tm1 -> promis_anx_sum_t,1.0
0.55,rmssd_mean_tm1,hr_average_mean_tm1,directed,rmssd_mean_tm1 -> hr_average_mean_tm1,0.611
0.55,breath_average_mean_tm1,hr_average_mean_tm1,directed,breath_average_mean_tm1 -> hr_average_mean_tm1,0.52
0.55,hr_lowest_mean_tm1,hr_average_mean_tm1,directed,hr_lowest_mean_tm1 -> hr_average_mean_tm1,0.602
0.55,breath_v_average_mean_tm1,hr_average_mean_tm1,directed,breath_v_average_mean_tm1 -> hr_average_mean_tm1,0.929
0.55,temperature_trend_deviation_mean_tm1,hr_average_mean_tm1,directed,temperature_trend_deviation_mean_tm1 -> hr_average_mean_tm1,0.957
0.55,rem_std_tm1,hr_average_mean_tm1,directed,rem_std_tm1 -> hr_average_mean_tm1,0.037
0.55,hr_average_mean_tm1,hr_average_mean_t,directed,hr_average_mean_tm1 -> hr_average_mean_t,1.0
0.55,rmssd_std_tm1,hr_average_std_tm1,directed,rmssd_std_tm1 -> hr_average_std_tm1,0.998
0.55,breath_average_std_tm1,hr_average_std_tm1,directed,breath_average_std_tm1 -> hr_average_std_tm1,0.88
0.55,hr_lowest_mean_tm1,hr_average_std_tm1,directed,hr_lowest_mean_tm1 -> hr_average_std_tm1,0.916
0.55,hr_lowest_std_tm1,hr_average_std_tm1,directed,hr_lowest_std_tm1 -> hr_average_std_tm1,0.975
0.55,breath_v_average_std_tm1,hr_average_std_tm1,directed,breath_v_average_std_tm1 -> hr_average_std_tm1,0.958
0.55,breath_v_average_std_tm1,hr_average_std_tm1,undirected,breath_v_average_std_tm1 -- hr_average_std_tm1,0.018
0.55,temperature_deviation_std_tm1,hr_average_std_tm1,directed,temperature_deviation_std_tm1 -> hr_average_std_tm1,0.983
0.55,efficiency_std_tm1,hr_average_std_tm1,directed,efficiency_std_tm1 -> hr_average_std_tm1,0.864
0.55,awake_std_tm1,hr_average_std_tm1,directed,awake_std_tm1 -> hr_average_std_tm1,0.612
0.55,hr_average_std_tm1,hr_average_std_t,directed,hr_average_std_tm1 -> hr_average_std_t,1.0
0.55,hr_lowest_mean_tm1,rmssd_mean_tm1,directed,hr_lowest_mean_tm1 -> rmssd_mean_tm1,0.992
0.55,hr_lowest_mean_tm1,rmssd_mean_tm1,undirected,hr_lowest_mean_tm1 -- rmssd_mean_tm1,0.001
0.55,deep_mean_tm1,rmssd_mean_tm1,directed,deep_mean_tm1 -> rmssd_mean_tm1,0.926
0.55,rem_mean_tm1,rmssd_mean_tm1,directed,rem_mean_tm1 -> rmssd_mean_tm1,0.914
0.55,rem_mean_tm1,rmssd_mean_tm1,undirected,rem_mean_tm1 -- rmssd_mean_tm1,0.006
0.55,rmssd_mean_tm1,rmssd_mean_t,directed,rmssd_mean_tm1 -> rmssd_mean_t,1.0
0.55,rmssd_mean_tm1,rmssd_std_t,directed,rmssd_mean_tm1 -> rmssd_std_t,0.194
0.55,temperature_trend_deviation_std_tm1,rmssd_std_tm1,directed,temperature_trend_deviation_std_tm1 -> rmssd_std_tm1,0.632
0.55,deep_std_tm1,rmssd_std_tm1,directed,deep_std_tm1 -> rmssd_std_tm1,0.638
0.55,rmssd_std_tm1,rmssd_std_t,directed,rmssd_std_tm1 -> rmssd_std_t,1.0
0.55,rmssd_std_tm1,rem_std_t,directed,rmssd_std_tm1 -> rem_std_t,0.894
0.55,hr_lowest_mean_tm1,breath_average_mean_tm1,directed,hr_lowest_mean_tm1 -> breath_average_mean_tm1,0.603
0.55,temperature_deviation_mean_tm1,breath_average_mean_tm1,directed,temperature_deviation_mean_tm1 -> breath_average_mean_tm1,0.659
0.55,temperature_trend_deviation_std_tm1,breath_average_mean_tm1,directed,temperature_trend_deviation_std_tm1 -> breath_average_mean_tm1,0.992
0.55,breath_average_mean_tm1,breath_average_mean_t,directed,breath_average_mean_tm1 -> breath_average_mean_t,1.0
0.55,breath_v_average_std_tm1,breath_average_std_tm1,directed,breath_v_average_std_tm1 -> breath_average_std_tm1,0.924
0.55,breath_average_std_tm1,temperature_deviation_std_tm1,directed,breath_average_std_tm1 -> temperature_deviation_std_tm1,0.169
0.55,breath_average_std_tm1,temperature_deviation_std_tm1,undirected,breath_average_std_tm1 -- temperature_deviation_std_tm1,0.053
