sample_frac,from_var,to_var,edge_type,edge_str,freq
0.55,breath_average_std_tm1,breath_v_average_std_tm1,directed,breath_average_std_tm1 -> breath_v_average_std_tm1,0.114
0.55,breath_average_std_tm1,deep_std_tm1,directed,breath_average_std_tm1 -> deep_std_tm1,0.017
0.55,breath_average_std_tm1,light_std_tm1,directed,breath_average_std_tm1 -> light_std_tm1,0.212
0.55,breath_average_std_tm1,awake_std_tm1,directed,breath_average_std_tm1 -> awake_std_tm1,0.141
0.55,breath_average_std_tm1,breath_average_std_t,directed,breath_average_std_tm1 -> breath_average_std_t,1.0
0.55,hr_lowest_mean_tm1,light_mean_tm1,directed,hr_lowest_mean_tm1 -> light_mean_tm1,0.434
0.55,hr_lowest_mean_tm1,hr_lowest_mean_t,directed,hr_lowest_mean_tm1 -> hr_lowest_mean_t,1.0
0.55,temperature_max_mean_tm1,hr_lowest_std_tm1,directed,temperature_max_mean_tm1 -> hr_lowest_std_tm1,0.466
0.55,temperature_max_std_tm1,hr_lowest_std_tm1,directed,temperature_max_std_tm1 -> hr_lowest_std_tm1,0.407
0.55,efficiency_std_tm1,hr_lowest_std_tm1,directed,efficiency_std_tm1 -> hr_lowest_std_tm1,0.33
0.55,hr_lowest_std_tm1,hr_lowest_std_t,directed,hr_lowest_std_tm1 -> hr_lowest_std_t,0.994
0.55,deep_mean_tm1,breath_v_average_mean_tm1,directed,deep_mean_tm1 -> breath_v_average_mean_tm1,0.877
0.55,rem_mean_tm1,breath_v_average_mean_tm1,directed,rem_mean_tm1 -> breath_v_average_mean_tm1,0.894
0.55,breath_v_average_mean_tm1,breath_v_average_mean_t,directed,breath_v_average_mean_tm1 -> breath_v_average_mean_t,1.0
0.55,breath_v_average_std_tm1,deep_std_tm1,directed,breath_v_average_std_tm1 -> deep_std_tm1,0.847
0.55,rem_std_tm1,breath_v_average_std_tm1,directed,rem_std_tm1 -> breath_v_average_std_tm1,0.407
0.55,breath_v_average_std_tm1,breath_v_average_std_t,directed,breath_v_average_std_tm1 -> breath_v_average_std_t,1.0
0.55,temperature_deviation_mean_tm1,temperature_trend_deviation_mean_tm1,directed,temperature_deviation_mean_tm1 -> temperature_trend_deviation_mean_tm1,0.941
0.55,temperature_deviation_mean_tm1,temperature_deviation_mean_t,directed,temperature_deviation_mean_tm1 -> temperature_deviation_mean_t,1.0
0.55,temperature_deviation_std_tm1,temperature_trend_deviation_std_tm1,directed,temperature_deviation_std_tm1 -> temperature_trend_deviation_std_tm1,0.754
0.55,temperature_deviation_std_tm1,light_std_tm1,directed,temperature_deviation_std_tm1 -> light_std_tm1,0.304
0.55,temperature_deviation_std_tm1,temperature_deviation_std_t,directed,temperature_deviation_std_tm1 -> temperature_deviation_std_t,1.0
0.55,temperature_deviation_std_tm1,temperature_trend_deviation_std_t,directed,temperature_deviation_std_tm1 -> temperature_trend_deviation_std_t,0.447
0.55,temperature_trend_deviation_mean_tm1,temperature_trend_deviation_mean_t,directed,temperature_trend_deviation_mean_tm1 -> temperature_trend_deviation_mean_t,1.0
0.55,temperature_trend_deviation_std_tm1,awake_std_tm1,directed,temperature_trend_deviation_std_tm1 -> awake_std_tm1,0.767
0.55,temperature_trend_deviation_std_tm1,temperature_deviation_std_t,directed,temperature_trend_deviation_std_tm1 -> temperature_deviation_std_t,0.83
0.55,temperature_trend_deviation_std_tm1,temperature_trend_deviation_std_t,directed,temperature_trend_deviation_std_tm1 -> temperature_trend_deviation_std_t,1.0
0.55,temperature_max_mean_tm1,efficiency_mean_tm1,directed,temperature_max_mean_tm1 -> efficiency_mean_tm1,0.976
0.55,temperature_max_mean_tm1,light_mean_tm1,directed,temperature_max_mean_tm1 -> light_mean_tm1,0.888
0.55,temperature_max_mean_tm1,temperature_max_mean_t,directed,temperature_max_mean_tm1 -> temperature_max_mean_t,1.0
0.55,temperature_max_std_tm1,efficiency_std_tm1,directed,temperature_max_std_tm1 -> efficiency_std_tm1,0.971
0.55,temperature_max_std_tm1,light_std_tm1,directed,temperature_max_std_tm1 -> light_std_tm1,0.557
0.55,temperature_max_std_tm1,temperature_max_std_t,directed,temperature_max_std_tm1 -> temperature_max_std_t,1.0
0.55,onset_latency_mean_tm1,light_mean_tm1,directed,onset_latency_mean_tm1 -> light_mean_tm1,0.309
0.55,awake_mean_tm1,onset_latency_mean_tm1,undirected,awake_mean_tm1 -- onset_latency_mean_tm1,0.713
0.55,onset_latency_mean_tm1,onset_latency_mean_t,directed,onset_latency_mean_tm1 -> onset_latency_mean_t,1.0
0.55,onset_latency_std_tm1,awake_std_tm1,directed,onset_latency_std_tm1 -> awake_std_tm1,0.624
0.55,onset_latency_std_tm1,onset_latency_std_t,directed,onset_latency_std_tm1 -> onset_latency_std_t,1.0
0.55,onset_latency_std_tm1,awake_std_t,directed,onset_latency_std_tm1 -> awake_std_t,0.978
0.55,deep_mean_tm1,efficiency_mean_tm1,directed,deep_mean_tm1 -> efficiency_mean_tm1,0.999
0.55,rem_mean_tm1,efficiency_mean_tm1,directed,rem_mean_tm1 -> efficiency_mean_tm1,1.0
0.55,awake_mean_tm1,efficiency_mean_tm1,directed,awake_mean_tm1 -> efficiency_mean_tm1,1.0
0.55,efficiency_mean_tm1,efficiency_mean_t,directed,efficiency_mean_tm1 -> efficiency_mean_t,1.0
0.55,efficiency_std_tm1,deep_std_tm1,directed,efficiency_std_tm1 -> deep_std_tm1,0.976
0.55,efficiency_std_tm1,light_std_tm1,undirected,efficiency_std_tm1 -- light_std_tm1,0.75
0.55,awake_std_tm1,efficiency_std_tm1,directed,awake_std_tm1 -> efficiency_std_tm1,0.993
0.55,efficiency_std_tm1,efficiency_std_t,directed,efficiency_std_tm1 -> efficiency_std_t,1.0
0.55,deep_mean_tm1,light_mean_tm1,directed,deep_mean_tm1 -> light_mean_tm1,0.88
0.55,deep_mean_tm1,deep_mean_t,directed,deep_mean_tm1 -> deep_mean_t,1.0
0.55,light_std_tm1,deep_std_tm1,directed,light_std_tm1 -> deep_std_tm1,0.821
0.55,deep_std_tm1,deep_std_t,directed,deep_std_tm1 -> deep_std_t,1.0
0.55,rem_mean_tm1,light_mean_tm1,directed,rem_mean_tm1 -> light_mean_tm1,0.794
0.55,awake_mean_tm1,light_mean_tm1,directed,awake_mean_tm1 -> light_mean_tm1,0.972
0.55,light_mean_tm1,light_mean_t,directed,light_mean_tm1 -> light_mean_t,1.0
0.55,light_std_tm1,rem_std_tm1,undirected,light_std_tm1 -- rem_std_tm1,0.787
0.55,light_std_tm1,light_std_t,directed,light_std_tm1 -> light_std_t,1.0
0.55,rem_mean_tm1,rem_mean_t,directed,rem_mean_tm1 -> rem_mean_t,1.0
0.55,rem_mean_tm1,rem_std_t,directed,rem_mean_tm1 -> rem_std_t,0.494
0.55,rem_std_tm1,awake_std_tm1,directed,rem_std_tm1 -> awake_std_tm1,0.35
0.55,rem_std_tm1,rmssd_std_t,directed,rem_std_tm1 -> rmssd_std_t,0.998
0.55,rem_std_tm1,rem_std_t,directed,rem_std_tm1 -> rem_std_t,1.0
0.55,awake_mean_tm1,awake_mean_t,directed,awake_mean_tm1 -> awake_mean_t,1.0
0.55,awake_std_tm1,awake_std_t,directed,awake_std_tm1 -> awake_std_t,1.0
0.55,promis_anx_sum_t,promis_dep_sum_t,directed,promis_anx_sum_t -> promis_dep_sum_t,0.688
0.55,promis_dep_sum_t,rem_std_t,directed,promis_dep_sum_t -> rem_std_t,0.336
0.55,hr_average_mean_t,rmssd_mean_t,directed,hr_average_mean_t -> rmssd_mean_t,0.721
0.55,breath_average_mean_t,hr_average_mean_t,directed,breath_average_mean_t -> hr_average_mean_t,0.576
0.55,hr_average_mean_t,hr_lowest_mean_t,directed,hr_average_mean_t -> hr_lowest_mean_t,0.825
0.55,hr_average_mean_t,temperature_deviation_mean_t,directed,hr_average_mean_t -> temperature_deviation_mean_t,0.065
0.55,rmssd_std_t,hr_average_std_t,directed,rmssd_std_t -> hr_average_std_t,0.994
0.55,breath_average_std_t,hr_average_std_t,directed,breath_average_std_t -> hr_average_std_t,0.636
0.55,hr_lowest_mean_t,hr_average_std_t,directed,hr_lowest_mean_t -> hr_average_std_t,0.765
0.55,hr_lowest_std_t,hr_average_std_t,directed,hr_lowest_std_t -> hr_average_std_t,0.797
0.55,breath_v_average_std_t,hr_average_std_t,directed,breath_v_average_std_t -> hr_average_std_t,0.693
0.55,temperature_deviation_std_t,hr_average_std_t,directed,temperature_deviation_std_t -> hr_average_std_t,0.966
0.55,onset_latency_std_t,hr_average_std_t,directed,onset_latency_std_t -> hr_average_std_t,0.78
0.55,efficiency_std_t,hr_average_std_t,directed,efficiency_std_t -> hr_average_std_t,0.326
0.55,awake_std_t,hr_average_std_t,directed,awake_std_t -> hr_average_std_t,0.564
0.55,hr_lowest_mean_t,rmssd_mean_t,directed,hr_lowest_mean_t -> rmssd_mean_t,0.865
0.55,deep_mean_t,rmssd_mean_t,directed,deep_mean_t -> rmssd_mean_t,0.609
0.55,rmssd_mean_t,rem_mean_t,directed,rmssd_mean_t -> rem_mean_t,0.32
0.55,temperature_trend_deviation_std_t,rmssd_std_t,directed,temperature_trend_deviation_std_t -> rmssd_std_t,0.308
0.55,deep_std_t,rmssd_std_t,directed,deep_std_t -> rmssd_std_t,0.219
0.55,hr_lowest_mean_t,breath_average_mean_t,directed,hr_lowest_mean_t -> breath_average_mean_t,0.986
0.55,temperature_trend_deviation_mean_t,breath_average_mean_t,directed,temperature_trend_deviation_mean_t -> breath_average_mean_t,0.885
0.55,rem_mean_t,breath_average_mean_t,directed,rem_mean_t -> breath_average_mean_t,0.968
0.55,awake_std_t,breath_average_mean_t,directed,awake_std_t -> breath_average_mean_t,0.501
0.55,breath_v_average_mean_t,breath_average_std_t,directed,breath_v_average_mean_t -> breath_average_std_t,0.705
0.55,breath_v_average_std_t,breath_average_std_t,directed,breath_v_average_std_t -> breath_average_std_t,0.853
0.55,temperature_deviation_std_t,breath_average_std_t,directed,temperature_deviation_std_t -> breath_average_std_t,0.894
0.55,deep_std_t,breath_average_std_t,directed,deep_std_t -> breath_average_std_t,0.816
0.55,rem_std_t,breath_average_std_t,directed,rem_std_t -> breath_average_std_t,0.483
0.55,hr_lowest_std_t,efficiency_std_t,directed,hr_lowest_std_t -> efficiency_std_t,0.849
0.55,hr_lowest_std_t,deep_std_t,directed,hr_lowest_std_t -> deep_std_t,0.363
0.55,deep_mean_t,breath_v_average_mean_t,directed,deep_mean_t -> breath_v_average_mean_t,0.99
0.55,rem_mean_t,breath_v_average_mean_t,directed,rem_mean_t -> breath_v_average_mean_t,0.976
0.55,breath_v_average_std_t,deep_std_t,directed,breath_v_average_std_t -> deep_std_t,0.738
0.55,rem_std_t,breath_v_average_std_t,directed,rem_std_t -> breath_v_average_std_t,0.926
0.55,temperature_trend_deviation_mean_t,temperature_deviation_mean_t,directed,temperature_trend_deviation_mean_t -> temperature_deviation_mean_t,0.292
0.55,temperature_trend_deviation_std_t,temperature_deviation_mean_t,directed,temperature_trend_deviation_std_t -> temperature_deviation_mean_t,0.211
0.55,temperature_deviation_mean_t,awake_mean_t,directed,temperature_deviation_mean_t -> awake_mean_t,0.331
0.55,temperature_deviation_std_t,temperature_trend_deviation_std_t,directed,temperature_deviation_std_t -> temperature_trend_deviation_std_t,0.99
0.55,temperature_deviation_std_t,light_std_t,directed,temperature_deviation_std_t -> light_std_t,0.568
0.55,temperature_deviation_std_t,awake_std_t,directed,temperature_deviation_std_t -> awake_std_t,0.529
0.55,temperature_trend_deviation_std_t,awake_mean_t,directed,temperature_trend_deviation_std_t -> awake_mean_t,0.095
0.55,temperature_max_mean_t,efficiency_mean_t,directed,temperature_max_mean_t -> efficiency_mean_t,0.964
0.55,temperature_max_mean_t,light_mean_t,directed,temperature_max_mean_t -> light_mean_t,0.84
0.55,temperature_max_std_t,efficiency_std_t,directed,temperature_max_std_t -> efficiency_std_t,0.859
0.55,temperature_max_std_t,deep_std_t,directed,temperature_max_std_t -> deep_std_t,0.441
0.55,temperature_max_std_t,light_std_t,directed,temperature_max_std_t -> light_std_t,0.959
0.55,onset_latency_mean_t,awake_mean_t,directed,onset_latency_mean_t -> awake_mean_t,0.654
0.55,onset_latency_std_t,awake_std_t,directed,onset_latency_std_t -> awake_std_t,0.755
0.55,deep_mean_t,efficiency_mean_t,directed,deep_mean_t -> efficiency_mean_t,1.0
0.55,efficiency_mean_t,light_mean_t,directed,efficiency_mean_t -> light_mean_t,0.517
0.55,rem_mean_t,efficiency_mean_t,directed,rem_mean_t -> efficiency_mean_t,1.0
0.55,awake_mean_t,efficiency_mean_t,directed,awake_mean_t -> efficiency_mean_t,1.0
0.55,light_mean_t,efficiency_std_t,directed,light_mean_t -> efficiency_std_t,0.373
0.55,light_std_t,efficiency_std_t,directed,light_std_t -> efficiency_std_t,0.626
0.55,awake_std_t,efficiency_std_t,directed,awake_std_t -> efficiency_std_t,0.979
0.55,deep_mean_t,light_mean_t,directed,deep_mean_t -> light_mean_t,0.573
0.55,light_std_t,deep_std_t,directed,light_std_t -> deep_std_t,0.946
0.55,rem_mean_t,light_mean_t,directed,rem_mean_t -> light_mean_t,0.69
0.55,awake_mean_t,light_mean_t,directed,awake_mean_t -> light_mean_t,0.841
0.55,rem_std_t,light_std_t,directed,rem_std_t -> light_std_t,0.996
0.55,awake_std_t,light_std_t,directed,awake_std_t -> light_std_t,0.784
0.55,rem_std_t,awake_std_t,directed,rem_std_t -> awake_std_t,0.618
0.55,age_binned,rem_mean_t,directed,age_binned -> rem_mean_t,0.252
0.55,sex_encoded,hr_average_std_tm1,directed,sex_encoded -> hr_average_std_tm1,0.062
0.55,sex_encoded,onset_latency_mean_tm1,directed,sex_encoded -> onset_latency_mean_tm1,0.4
0.55,rmssd_mean_tm1,hr_average_mean_tm1,directed,rmssd_mean_tm1 -> hr_average_mean_tm1,0.606
0.55,breath_average_mean_tm1,hr_average_mean_tm1,directed,breath_average_mean_tm1 -> hr_average_mean_tm1,0.526
0.55,hr_lowest_mean_tm1,hr_average_mean_tm1,directed,hr_lowest_mean_tm1 -> hr_average_mean_tm1,0.592
0.55,rmssd_mean_tm1,rem_mean_tm1,directed,rmssd_mean_tm1 -> rem_mean_tm1,0.122
0.55,rmssd_mean_tm1,rmssd_std_t,directed,rmssd_mean_tm1 -> rmssd_std_t,0.355
0.55,temperature_trend_deviation_std_tm1,rmssd_std_tm1,directed,temperature_trend_deviation_std_tm1 -> rmssd_std_tm1,0.531
0.55,deep_std_tm1,rmssd_std_tm1,directed,deep_std_tm1 -> rmssd_std_tm1,0.531
0.55,rmssd_std_tm1,hr_average_std_t,directed,rmssd_std_tm1 -> hr_average_std_t,0.349
0.55,breath_v_average_std_tm1,breath_average_std_tm1,directed,breath_v_average_std_tm1 -> breath_average_std_tm1,0.886
0.55,breath_average_std_tm1,temperature_deviation_std_tm1,undirected,breath_average_std_tm1 -- temperature_deviation_std_tm1,0.087
0.55,deep_std_tm1,breath_average_std_tm1,directed,deep_std_tm1 -> breath_average_std_tm1,0.708
0.55,awake_std_tm1,breath_average_std_tm1,directed,awake_std_tm1 -> breath_average_std_tm1,0.827
0.55,hr_lowest_std_tm1,temperature_max_std_tm1,directed,hr_lowest_std_tm1 -> temperature_max_std_tm1,0.376
0.55,hr_lowest_std_tm1,efficiency_std_tm1,directed,hr_lowest_std_tm1 -> efficiency_std_tm1,0.67
0.55,rem_std_tm1,breath_v_average_mean_tm1,directed,rem_std_tm1 -> breath_v_average_mean_tm1,0.662
0.55,breath_v_average_std_tm1,rem_std_tm1,undirected,breath_v_average_std_tm1 -- rem_std_tm1,0.593
0.55,temperature_max_mean_tm1,rem_mean_tm1,directed,temperature_max_mean_tm1 -> rem_mean_tm1,0.243
0.55,deep_std_tm1,temperature_max_std_tm1,directed,deep_std_tm1 -> temperature_max_std_tm1,0.156
0.55,light_std_tm1,temperature_max_std_tm1,undirected,light_std_tm1 -- temperature_max_std_tm1,0.443
0.55,temperature_max_std_tm1,light_std_t,directed,temperature_max_std_tm1 -> light_std_t,0.178
0.55,light_mean_tm1,rem_mean_tm1,directed,light_mean_tm1 -> rem_mean_tm1,0.205
0.55,awake_std_tm1,rem_std_tm1,directed,awake_std_tm1 -> rem_std_tm1,0.65
0.55,awake_std_tm1,breath_average_mean_t,directed,awake_std_tm1 -> breath_average_mean_t,0.343
0.55,awake_std_tm1,onset_latency_std_t,directed,awake_std_tm1 -> onset_latency_std_t,0.279
0.55,breath_v_average_mean_t,hr_average_mean_t,directed,breath_v_average_mean_t -> hr_average_mean_t,0.159
0.55,temperature_deviation_mean_t,hr_average_mean_t,directed,temperature_deviation_mean_t -> hr_average_mean_t,0.378
0.55,temperature_trend_deviation_mean_t,hr_average_mean_t,directed,temperature_trend_deviation_mean_t -> hr_average_mean_t,0.429
0.55,onset_latency_mean_t,hr_average_mean_t,directed,onset_latency_mean_t -> hr_average_mean_t,0.079
0.55,temperature_trend_deviation_mean_t,hr_average_std_t,directed,temperature_trend_deviation_mean_t -> hr_average_std_t,0.065
0.55,rem_mean_t,rmssd_mean_t,directed,rem_mean_t -> rmssd_mean_t,0.68
0.55,rmssd_std_t,deep_std_t,directed,rmssd_std_t -> deep_std_t,0.781
0.55,temperature_trend_deviation_std_t,breath_average_mean_t,directed,temperature_trend_deviation_std_t -> breath_average_mean_t,0.169
0.55,breath_v_average_std_t,hr_lowest_std_t,directed,breath_v_average_std_t -> hr_lowest_std_t,0.083
0.55,temperature_max_mean_t,hr_lowest_std_t,directed,temperature_max_mean_t -> hr_lowest_std_t,0.74
0.55,deep_std_t,hr_lowest_std_t,directed,deep_std_t -> hr_lowest_std_t,0.629
0.55,awake_std_t,breath_v_average_mean_t,directed,awake_std_t -> breath_v_average_mean_t,0.538
0.55,temperature_deviation_mean_t,temperature_trend_deviation_mean_t,directed,temperature_deviation_mean_t -> temperature_trend_deviation_mean_t,0.708
0.55,awake_mean_t,temperature_deviation_mean_t,directed,awake_mean_t -> temperature_deviation_mean_t,0.252
0.55,efficiency_std_t,light_std_t,directed,efficiency_std_t -> light_std_t,0.374
0.55,light_mean_t,rem_mean_t,directed,light_mean_t -> rem_mean_t,0.295
0.55,age_binned,breath_v_average_mean_t,directed,age_binned -> breath_v_average_mean_t,0.244
0.55,sex_encoded,onset_latency_std_tm1,directed,sex_encoded -> onset_latency_std_tm1,0.283
0.55,efficiency_mean_tm1,hr_average_mean_tm1,directed,efficiency_mean_tm1 -> hr_average_mean_tm1,0.274
0.55,onset_latency_mean_tm1,rmssd_mean_tm1,directed,onset_latency_mean_tm1 -> rmssd_mean_tm1,0.033
0.55,rmssd_std_tm1,rmssd_mean_t,directed,rmssd_std_tm1 -> rmssd_mean_t,0.218
0.55,breath_v_average_std_tm1,breath_average_mean_tm1,directed,breath_v_average_std_tm1 -> breath_average_mean_tm1,0.023
0.55,breath_v_average_mean_tm1,deep_mean_tm1,undirected,breath_v_average_mean_tm1 -- deep_mean_tm1,0.123
0.55,temperature_deviation_mean_tm1,temperature_trend_deviation_mean_t,directed,temperature_deviation_mean_tm1 -> temperature_trend_deviation_mean_t,0.419
0.55,temperature_trend_deviation_mean_tm1,temperature_deviation_mean_t,directed,temperature_trend_deviation_mean_tm1 -> temperature_deviation_mean_t,0.494
0.55,temperature_max_std_tm1,deep_std_tm1,directed,temperature_max_std_tm1 -> deep_std_tm1,0.69
0.55,onset_latency_mean_tm1,onset_latency_std_t,directed,onset_latency_mean_tm1 -> onset_latency_std_t,0.295
0.55,deep_std_tm1,light_std_tm1,directed,deep_std_tm1 -> light_std_tm1,0.179
0.55,rem_std_tm1,promis_dep_sum_t,directed,rem_std_tm1 -> promis_dep_sum_t,0.271
0.55,promis_dep_sum_t,promis_anx_sum_t,directed,promis_dep_sum_t -> promis_anx_sum_t,0.312
0.55,breath_average_std_t,breath_v_average_std_t,directed,breath_average_std_t -> breath_v_average_std_t,0.147
0.55,rem_mean_t,breath_average_std_t,directed,rem_mean_t -> breath_average_std_t,0.298
0.55,awake_std_t,onset_latency_std_t,directed,awake_std_t -> onset_latency_std_t,0.245
0.55,age_binned,temperature_trend_deviation_mean_t,directed,age_binned -> temperature_trend_deviation_mean_t,0.034
0.55,promis_anx_sum_tm1,breath_average_mean_tm1,directed,promis_anx_sum_tm1 -> breath_average_mean_tm1,0.008
0.55,hr_average_std_tm1,breath_average_std_tm1,directed,hr_average_std_tm1 -> breath_average_std_tm1,0.19
0.55,temperature_deviation_mean_tm1,hr_average_std_tm1,directed,temperature_deviation_mean_tm1 -> hr_average_std_tm1,0.47
0.55,breath_v_average_mean_tm1,breath_average_std_tm1,directed,breath_v_average_mean_tm1 -> breath_average_std_tm1,0.212
0.55,light_std_tm1,breath_average_std_tm1,directed,light_std_tm1 -> breath_average_std_tm1,0.592
0.55,light_mean_tm1,breath_v_average_std_tm1,directed,light_mean_tm1 -> breath_v_average_std_tm1,0.037
0.55,light_std_tm1,temperature_deviation_std_tm1,undirected,light_std_tm1 -- temperature_deviation_std_tm1,0.449
0.55,rem_mean_tm1,temperature_max_mean_tm1,undirected,rem_mean_tm1 -- temperature_max_mean_tm1,0.101
0.55,efficiency_mean_tm1,temperature_max_std_tm1,directed,efficiency_mean_tm1 -> temperature_max_std_tm1,0.018
0.55,efficiency_std_tm1,temperature_max_std_tm1,directed,efficiency_std_tm1 -> temperature_max_std_tm1,0.029
0.55,light_mean_tm1,efficiency_mean_tm1,directed,light_mean_tm1 -> efficiency_mean_tm1,0.09
0.55,efficiency_std_tm1,awake_std_tm1,directed,efficiency_std_tm1 -> awake_std_tm1,0.007
0.55,rmssd_mean_t,hr_average_mean_t,directed,rmssd_mean_t -> hr_average_mean_t,0.279
0.55,hr_average_mean_t,breath_average_mean_t,directed,hr_average_mean_t -> breath_average_mean_t,0.424
0.55,hr_lowest_mean_t,hr_average_mean_t,directed,hr_lowest_mean_t -> hr_average_mean_t,0.175
0.55,hr_average_std_t,breath_v_average_std_t,directed,hr_average_std_t -> breath_v_average_std_t,0.307
0.55,temperature_max_mean_t,rem_mean_t,directed,temperature_max_mean_t -> rem_mean_t,0.2
0.55,onset_latency_mean_t,light_mean_t,directed,onset_latency_mean_t -> light_mean_t,0.173
0.55,promis_anx_sum_tm1,temperature_deviation_mean_t,directed,promis_anx_sum_tm1 -> temperature_deviation_mean_t,0.009
0.55,temperature_deviation_mean_tm1,rmssd_mean_tm1,directed,temperature_deviation_mean_tm1 -> rmssd_mean_tm1,0.164
0.55,breath_average_std_tm1,hr_average_std_t,directed,breath_average_std_tm1 -> hr_average_std_t,0.336
0.55,deep_std_tm1,breath_v_average_std_tm1,directed,deep_std_tm1 -> breath_v_average_std_tm1,0.153
0.55,temperature_trend_deviation_mean_tm1,temperature_deviation_std_tm1,directed,temperature_trend_deviation_mean_tm1 -> temperature_deviation_std_tm1,0.246
0.55,temperature_trend_deviation_std_tm1,temperature_deviation_std_tm1,directed,temperature_trend_deviation_std_tm1 -> temperature_deviation_std_tm1,0.246
0.55,onset_latency_mean_tm1,awake_mean_tm1,directed,onset_latency_mean_tm1 -> awake_mean_tm1,0.287
0.55,rem_std_tm1,light_std_tm1,directed,rem_std_tm1 -> light_std_tm1,0.213
0.55,awake_std_tm1,light_std_tm1,directed,awake_std_tm1 -> light_std_tm1,0.057
0.55,efficiency_mean_t,hr_average_mean_t,directed,efficiency_mean_t -> hr_average_mean_t,0.156
0.55,hr_average_std_t,breath_average_std_t,directed,hr_average_std_t -> breath_average_std_t,0.364
0.55,temperature_max_mean_t,onset_latency_mean_t,directed,temperature_max_mean_t -> onset_latency_mean_t,0.076
0.55,awake_mean_t,onset_latency_mean_t,directed,awake_mean_t -> onset_latency_mean_t,0.346
0.55,ethnicity_encoded,deep_std_t,directed,ethnicity_encoded -> deep_std_t,0.01
0.55,ethnicity_encoded,awake_std_t,directed,ethnicity_encoded -> awake_std_t,0.19
0.55,promis_dep_sum_tm1,promis_anx_sum_tm1,directed,promis_dep_sum_tm1 -> promis_anx_sum_tm1,0.264
0.55,breath_average_mean_tm1,rmssd_std_t,directed,breath_average_mean_tm1 -> rmssd_std_t,0.016
0.55,awake_std_tm1,temperature_trend_deviation_std_tm1,directed,awake_std_tm1 -> temperature_trend_deviation_std_tm1,0.203
0.55,awake_mean_tm1,onset_latency_std_tm1,directed,awake_mean_tm1 -> onset_latency_std_tm1,0.108
0.55,awake_std_tm1,onset_latency_std_tm1,undirected,awake_std_tm1 -- onset_latency_std_tm1,0.376
0.55,efficiency_mean_tm1,light_mean_tm1,undirected,efficiency_mean_tm1 -- light_mean_tm1,0.079
0.55,rmssd_mean_t,hr_lowest_mean_t,directed,rmssd_mean_t -> hr_lowest_mean_t,0.135
0.55,rmssd_mean_t,deep_mean_t,directed,rmssd_mean_t -> deep_mean_t,0.391
0.55,rmssd_std_t,temperature_trend_deviation_std_t,directed,rmssd_std_t -> temperature_trend_deviation_std_t,0.019
0.55,breath_average_std_t,temperature_deviation_std_t,directed,breath_average_std_t -> temperature_deviation_std_t,0.104
0.55,deep_std_t,breath_v_average_std_t,directed,deep_std_t -> breath_v_average_std_t,0.262
0.55,onset_latency_std_t,temperature_deviation_std_t,directed,onset_latency_std_t -> temperature_deviation_std_t,0.005
0.55,light_std_t,temperature_deviation_std_t,directed,light_std_t -> temperature_deviation_std_t,0.194
0.55,temperature_trend_deviation_mean_t,onset_latency_std_t,directed,temperature_trend_deviation_mean_t -> onset_latency_std_t,0.006
0.55,awake_mean_t,temperature_trend_deviation_std_t,directed,awake_mean_t -> temperature_trend_deviation_std_t,0.093
0.55,efficiency_std_t,deep_std_t,directed,efficiency_std_t -> deep_std_t,0.233
0.55,light_mean_t,deep_mean_t,directed,light_mean_t -> deep_mean_t,0.427
0.55,awake_std_t,rem_std_t,directed,awake_std_t -> rem_std_t,0.382
0.55,ethnicity_encoded,breath_v_average_mean_t,directed,ethnicity_encoded -> breath_v_average_mean_t,0.043
0.55,temperature_max_mean_tm1,temperature_deviation_std_t,directed,temperature_max_mean_tm1 -> temperature_deviation_std_t,0.005
0.55,deep_std_t,temperature_max_std_t,directed,deep_std_t -> temperature_max_std_t,0.319
0.55,awake_std_t,temperature_max_std_t,directed,awake_std_t -> temperature_max_std_t,0.309
0.55,sex_encoded,hr_average_std_t,directed,sex_encoded -> hr_average_std_t,0.399
0.55,awake_mean_tm1,temperature_deviation_mean_tm1,directed,awake_mean_tm1 -> temperature_deviation_mean_tm1,0.478
0.55,temperature_trend_deviation_mean_tm1,breath_v_average_mean_t,directed,temperature_trend_deviation_mean_tm1 -> breath_v_average_mean_t,0.054
0.55,breath_average_std_t,deep_std_t,directed,breath_average_std_t -> deep_std_t,0.092
0.55,age_binned,onset_latency_mean_t,directed,age_binned -> onset_latency_mean_t,0.201
0.55,rmssd_std_tm1,temperature_trend_deviation_std_tm1,directed,rmssd_std_tm1 -> temperature_trend_deviation_std_tm1,0.133
0.55,temperature_deviation_std_tm1,breath_average_std_tm1,directed,temperature_deviation_std_tm1 -> breath_average_std_tm1,0.189
0.55,breath_v_average_mean_tm1,rem_mean_tm1,directed,breath_v_average_mean_tm1 -> rem_mean_tm1,0.105
0.55,temperature_max_std_tm1,temperature_deviation_mean_t,directed,temperature_max_std_tm1 -> temperature_deviation_mean_t,0.004
0.55,deep_std_t,breath_average_mean_t,directed,deep_std_t -> breath_average_mean_t,0.173
0.55,temperature_max_std_t,awake_std_t,directed,temperature_max_std_t -> awake_std_t,0.136
0.55,sex_encoded,hr_lowest_mean_tm1,directed,sex_encoded -> hr_lowest_mean_tm1,0.01
0.55,race_encoded,temperature_trend_deviation_std_t,directed,race_encoded -> temperature_trend_deviation_std_t,0.055
